refname	commit_sha
refs/heads/codex/m3-u4b-0-prod-contract-closure	f8b3da4fce2f3e5d33581fed067d8c0d09e1b1bf
refs/heads/codex/m3-ui-visual-foundation	4d46de9dd72dd83f3807e343fef30ae69b23bac0
refs/heads/codex/rerun-re-ui-module-inventory	eb736312ab1546cc5387459d7a6c4077dfb21ccd
refs/heads/codex/u-series-serial	b463c56e3599468a10f19bbf5bf117bbb1660784
refs/heads/codex/uncommitted-docs-20260718	df4775d270f159dfa1b6d1570c2a90fa0c434ab3
refs/heads/codex/vism-a1-3	3be0f7430d9c6c7851b72c82a664d246ba0e47e1
refs/heads/codex/vism-a1r-s	ff5f53cf546cfb179cf828fa14e81282eb29e660
refs/heads/codex/vism-a3-0-cache	7f9f8b12c9872f8e73eb37261d4defbb0d482128
refs/heads/codex/vism-a3-1a	f550f04edd2e48b583dadca4dd908ea8a73d34b5
refs/heads/codex/vism-a3-1b	1b8db8b20de463b33e6d855a734093808fd496dc
refs/heads/codex/vism-a3-1c	ea3a7f45a3464da2fd9c72ea707d9e6eeed4a242
refs/heads/codex/vism-a3-2-radial	87564a33e3b8f0f43fba6dcf9e4f562eacf084c1
refs/heads/codex/vism-a3-3-golden	9db5e10283e1414e6600b01b252fae8671830b76
refs/heads/codex/vism-a3-4-contract-enum	72d15e387e37c958486ceca301b8e4e9c1152aef
refs/heads/codex/vism-a3-p4-closure	808fd05a129bfa37497dd65512fd3e4f3bff6215
refs/heads/codex/vism-a3d	feca159639dc3078bfa8cc17ef2a0c6898edb197
refs/heads/codex/vism-a3s	9b829564fc9f9a3bb1eb31b05476ef5f94b08cd3
refs/heads/codex/vism-a3sf-cache	ee72f12b3eb2cfdfa8e108150d0b086c5866ac4c
refs/heads/cursor/ag-2-pcm-mixer	5f858ae4b90161f9b2167c3f745b0e6b38ac685f
refs/heads/cursor/cam-g0	163b0348022f291a0a8b35dde1eab6ae40f6360d
refs/heads/cursor/d1j-planar-camera-v5	3cd474dce4ee8c79ab6a83ccfb2a30e7fc3c9fb3
refs/heads/cursor/d1j-workspace-fixtures	95e586f2f7573a83c58abe345b18819016480804
refs/heads/cursor/d1k-runtime-camera-spec	57dba82c90db1fe070039f9eb528479e72d7212b
refs/heads/cursor/d1m-diagnostic-decision	574639863edf50e84f60e71db2c2ebdd93f080a3
refs/heads/cursor/d1m-project-session	af370af9c836acafd815434281aef273949c253f
refs/heads/cursor/d3e-shared-effect	59039eff4a5ca13dfe7f49989ec4215c2422226e
refs/heads/cursor/m2-b2-overrun-wording	5d438d6b08b6114531981e416bad968667eb06ba
refs/heads/cursor/m2-b3-undo-property	df9ad9bf2735444969ff84b775f92f88d42d7e50
refs/heads/cursor/m3-u0b-1-night	201b34a70bf9630cfd1ab5d562b2a7e41cd70685
refs/heads/cursor/m3-u0e-1-night	a74b93aebf9376859c8fa7f42504417154d22807
refs/heads/cursor/m3-u1a-1-night	bd44a04d1fd1fa5f8a9b46e7fb5f335731fd7bbd
refs/heads/cursor/vism-a1-1	625da8e55f9268362e3c30456dbcd76a04036686
refs/heads/cursor/vism-a1-2	8f756b082dce7bef9040b3735e7e9b2340bc39a4
refs/heads/d1l-contract-impl	a23a4ad7bc3d7a53df4cf2d42665125bd59d38a2
refs/heads/m3-u0a	a6673222b5147c0eea868d9668045d8934fa6886
refs/heads/main	edf8bf6c1122bc42374f1c6403bab9ec96f8f1ba
refs/pull/32/head	cd55781de9e576e488e934d03f4b686f21a1cbcb
refs/pull/76/head	2cbfc813d0db5f258d31bb4a83eb3ac759d60285
refs/pull/89/head	2c89dcd29949280e6d8ded99232b858bc5a1edad
refs/pull/90/head	57165bbfdf0e100885d53dacbc082d2ae0c46730
refs/pull/91/head	b629df0509008f718e680c40f1ce9a349e0df651
refs/pull/92/head	de62adc2a222394d8510983884d9d2d9a25df9b3
refs/pull/93/head	3ee4dce03a4d7084a18fe0f88de30ed3555bee71
refs/remotes/origin/HEAD	e86c9a0493b05d467cd58950a65ea5dae1f4ce9b
refs/remotes/origin/agent/automation-scripting-boundary	8dd927b1948e1ef8376533915b21fcb5ae7ae403
refs/remotes/origin/agent/main-integration-20260718	3f2d67d92498e741be6e663baff52012568c582f
refs/remotes/origin/agent/vism-a1-foundation	abb80acb03259902cc8de82cb2ba5928f21f5d37
refs/remotes/origin/claude/native-surface-renderer-fzpqsr	d38f254096a84cbcb5a7b71c8180de3d5e513913
refs/remotes/origin/codex/all-docs-reclosure-audit	eb2813032e96682a2222be1294b6e3b1a0a344d8
refs/remotes/origin/codex/ci-etxtbsy-fixture	68051e24049262c9b2553e1309f6374cabdb9d13
refs/remotes/origin/codex/historical-docs-recovery-1	3c02e03993754f71e37ef0d52faf3aa604b78aa5
refs/remotes/origin/codex/losing-spec-value-recovery	c6fc3ee9ef70d6c934cf0e08970db107e5e7caf5
refs/remotes/origin/codex/m3-browser-panel-spike	2661106a83b1aa01bc57d5d92c37d0bbda537acd
refs/remotes/origin/codex/m3-command-id-contract	3f40ad06fa0109422ee58998df4f29201cc2e71c
refs/remotes/origin/codex/m3-entry	cdb469ed551abb2c8c22b2d5ae394b6961692973
refs/remotes/origin/codex/m3-entry-retranslation	496dd9ae671b95cefaeacec003620173aad16983
refs/remotes/origin/codex/m3-keymap-codec-contract	eae86ae423fcf84578d958c47bbd137662cb9058
refs/remotes/origin/codex/m3-keymap-gesture-contract	5080e4ab1cb80a388454b3bd25cfad338a77b5e9
refs/remotes/origin/codex/m3-late-discovery-audit	dc33bb1b29f4e5e42255ff0d95701d47d8a3af13
refs/remotes/origin/codex/m3-mock-components	eb16d06f980b6f9bea3901b6f10cbcc21dbfb3d0
refs/remotes/origin/codex/m3-mock-current-key-test-repair	5e5e62d10b17c894d80b368a0a9a936d29ed5a3a
refs/remotes/origin/codex/m3-text-motion-task-translation	4a17b2f736f7b66ccee043746b687a59c24b4950
refs/remotes/origin/codex/m3-u0b-1	65e43322c1113ee41630b4f509ca37df54303d5e
refs/remotes/origin/codex/m3-u0b-2	3dcb7adb9489924529b344b70176092978d57177
refs/remotes/origin/codex/m3-u0c-1	4ed0d20b1340d7fb5e1962237cdfe900c197c158
refs/remotes/origin/codex/m3-u0c-2	d8458c9caac254aff74be9d89a638872771ab54e
refs/remotes/origin/codex/m3-u0d-1	c22ef08493c7a712f554c8b80b853e9bdfaef0c8
refs/remotes/origin/codex/m3-u0d-2	f23d2671388bd49fd42d0cc76f4f410cd8916bc9
refs/remotes/origin/codex/m3-u0d-3	86f423f33197d8a8ae53a0fe18a5fe8cd5e20d97
refs/remotes/origin/codex/m3-u0d-3-alias-contract	ad8390dec13d719afbca41c322111db2b6942698
refs/remotes/origin/codex/m3-u0d-3-contract	c125f90232aa6bf62f82c47c59f9a9ca7b5e037c
refs/remotes/origin/codex/m3-u0d-3-raw-contract	c5b86184ff17fc7c9c324795716835662948d250
refs/remotes/origin/codex/m3-u0e-1-token-generator-contract	e40711b5c7a06e4f64a6c496f2d85771269b65fe
refs/remotes/origin/codex/m3-u0e-1-token-generator-implementation	68e68f8eade830a0434dfe81748d6d708bdff538
refs/remotes/origin/codex/m3-u0e-2-reference-fixture-contract	3b7b8827391654674bb45e2e4b630fb94d9c00f8
refs/remotes/origin/codex/m3-u1a-1-contract	d1197654f816d7617fe62de654e33a1aa32af9cb
refs/remotes/origin/codex/m3-u1a-1-shell-v2	bfeb9eeae25d3f6f1ec438a3631c9cf2d0dee08f
refs/remotes/origin/codex/m3-u1a-2-layout	54e7fcb58ff7b446fb0998d8bfd3d80448e3a58c
refs/remotes/origin/codex/m3-u1a-2-layout-impl	e5bc8da410e91bfb6154b21e12f39505fde4705c
refs/remotes/origin/codex/m3-u1b-1-contract	12dde852e9f52598765e9b8689e7705826f35eb9
refs/remotes/origin/codex/m3-u1b-1-render-worker-impl	4661f28856f87d72eac9372dac77392fd7e67f12
refs/remotes/origin/codex/m3-u1b-2-contract	e4dfc07209a1f5f3dd0a764bf39a62eca3c1726a
refs/remotes/origin/codex/m3-u1b-2-latest-projection-impl	b0d7f67682d6558d87e9ce22c61d8c64cf0f4db5
refs/remotes/origin/codex/m3-u2a-0	3f6896a40ef3d60284579d64e84f5c94236768eb
refs/remotes/origin/codex/m3-u2a-1	0a815a8cbad20fa9e9ec099a7e74ca2bf10075fa
refs/remotes/origin/codex/m3-u2a-1-adapter	b42168e1d55265df7f0fd3f38376aa7759dc1fe6
refs/remotes/origin/codex/m3-u2b-1-single-writer-e2e	1b01a9dc4ee97f087b8a00d17100013b3c9c363e
refs/remotes/origin/codex/m3-u2b-1-single-writer-e2e-impl	8175fccee46ff9d6b14528b5cfe93bdf0dd9f5bc
refs/remotes/origin/codex/m3-u2c-1-implementation	1d610a4a2e5dc895beb1920e9e74766055000344
refs/remotes/origin/codex/m3-u2c-1-interaction-state	08c51a54c56ae1366cdf37bd1f3d14e1f70e33a3
refs/remotes/origin/codex/m3-u2c-2-entry-conformance	459a6489c0d9f9e507effbfbea536506d7fe4f3b
refs/remotes/origin/codex/m3-u2c-4-diagnostic-envelope	4cb2e4e808353067d8a226b03c5b52cceed04db8
refs/remotes/origin/codex/m3-u2c-4-diagnostic-implementation	d1f4a363f4e766224efd56c6c7eec107a0561042
refs/remotes/origin/codex/rerun-re-ui-module-inventory	eb736312ab1546cc5387459d7a6c4077dfb21ccd
refs/remotes/origin/codex/u-series-serial	b463c56e3599468a10f19bbf5bf117bbb1660784
refs/remotes/origin/cursor/m3-u0b-1-night	201b34a70bf9630cfd1ab5d562b2a7e41cd70685
refs/remotes/origin/cursor/m3-u0e-1-night	a74b93aebf9376859c8fa7f42504417154d22807
refs/remotes/origin/cursor/m3-u1a-1-night	bd44a04d1fd1fa5f8a9b46e7fb5f335731fd7bbd
refs/remotes/origin/main	e86c9a0493b05d467cd58950a65ea5dae1f4ce9b
refs/remotes/origin/pr-184	f062d760d16c23ebf12ccaf10cc12d1b33333acb
refs/remotes/origin/pr-228	496dd9ae671b95cefaeacec003620173aad16983
refs/stash	081148bbc84b528b24442bcd4f0b71ebbf38e73a
refs/tags/archive/agent/generative-user-boundary	ace801305a9ee1ca28f1a22fef4c7c083595815f
refs/tags/archive/claude/d1-spec-holes-prior-art	ada412f410274a3cde403124129171f4553a4d52
refs/tags/archive/codex/clarify-vst-wording	7383960fabed68dc51ea99f97fd0f36456847a25
refs/tags/archive/codex/d1l-current-document-constructor	b6e652e1bc17a4100ea92130f6fe48d550b81419
refs/tags/archive/codex/d1l-deprecation-conflict	4493c20e2cc6a8cfc29bb8a3086f3cef0be1e022
refs/tags/archive/codex/d1l-journal-revert-contract	430fd8be954160509ea11d5b0d08adfd3a3c7796
refs/tags/archive/codex/d1l-review-fixes	25271dd93bba9e99679ca1048141f4dc101b2f05
refs/tags/archive/codex/m2-camera-decision	2348396d8d87105cef2b65e68f80119c12d8a0f1
refs/tags/archive/codex/m2-external-revision	51beed217a27fb4450289c0f0c0071ea2d48b601
refs/tags/archive/codex/m2-foundation-reclosure-gate	6befdcafbb4af2d572be2e8283ea5df86b09085a
refs/tags/archive/codex/m2-param-boundary	d1fe244679694f84bea6896c81cc6680f7f3d225
refs/tags/archive/codex/m2-unresolved-decisions	580a0c1c6259b35b993accb98df5577185d490c6
refs/tags/archive/codex/m3-ui-visual-foundation	01306ae7c4f3b8fc5e8169331cab600da2172c73
refs/tags/archive/cursor/ag-2-pcm-mixer	5f858ae4b90161f9b2167c3f745b0e6b38ac685f
refs/tags/archive/cursor/ag-4-mixed-export	5515ccdde3885e863658e4c5817e877cc750d13c
refs/tags/archive/cursor/ag-5-tracking	3d3cc289ecee4c4663c20b74ca163bf8453216c2
refs/tags/archive/cursor/d1l-effect-definition-use	242a4c4368c617d295cba7797c461dde22554790
refs/tags/archive/cursor/m2-closure-retract	8a5a3be1d1531a4500b44640fe39322bdf00c437
refs/tags/archive/cursor/m2-d4fu-flush-trim	78f70b3813de68e9394238463083c8ba7077965b
refs/tags/archive/cursor/m2-d6-rect-future-reject	7dbf866f2414171534a33f002857aad744502a8a
refs/tags/archive/cursor/m3-readiness-gate-2cb5	c34616ad521851f292ca2a04d349701c3194a1f1
refs/tags/archive/cursor/m3-u0a-ui-crate-skeleton	a6673222b5147c0eea868d9668045d8934fa6886
refs/tags/archive/cursor/m3e1-slint-dep-ci-2cb5	f8167cd5249ac15a5c36a583b767cda073027ced
refs/tags/archive/cursor/performance-model-liveness-2c73	cd55781de9e576e488e934d03f4b686f21a1cbcb
refs/tags/archive/cursor/plugin-ecosystem-docs-04c5	2cbfc813d0db5f258d31bb4a83eb3ac759d60285
refs/tags/archive/cursor/undecided-critical-path-e2e6	4ba0680ed162b2c77d1f0c6d288298616e4e0d77
refs/tags/archive/m2-d1d-journal	b629df0509008f718e680c40f1ce9a349e0df651
refs/tags/archive/m2-d1e-migrate	de62adc2a222394d8510983884d9d2d9a25df9b3
refs/tags/archive/m2-d1f-unknown-plugin	2c89dcd29949280e6d8ded99232b858bc5a1edad
refs/tags/archive/m2-d3-doc-graph	3ee4dce03a4d7084a18fe0f88de30ed3555bee71
refs/tags/archive/m2-d4-audio	57165bbfdf0e100885d53dacbc082d2ae0c46730
refs/tags/archive/m2e-11-schema-declarations	1f8eb4d62b8cf771a25249ece51fd19e47603972
